"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-10-28","2024","10","28","","13.0","","7.5","","10.3","","7.7","","0.0","","1.6","","0.0","","1.6","","","","17","","39",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-10-29","2024","10","29","","10.6","","4.7","","7.7","","10.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-10-30","2024","10","30","","10.7","","7.1","","8.9","","9.1","","0.0","","17.5","","0.0","","17.5","","","","8","","48",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-10-31","2024","10","31","","11.4","","7.0","","9.2","","8.8","","0.0","","5.5","","0.0","","5.5","","","","10","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-01","2024","11","01","","8.4","","6.9","","7.7","","10.3","","0.0","","19.2","","0.0","","19.2","","","","8","","37",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-02","2024","11","02","","8.9","","6.4","","7.7","","10.3","","0.0","","5.0","","0.0","","5.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-03","2024","11","03","","9.7","","6.1","","7.9","","10.1","","0.0","","1.6","","0.0","","1.6","","","","27","","41",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-04","2024","11","04","","11.7","","8.2","","10.0","","8.0","","0.0","","20.0","","0.0","","20.0","","","","27","","94",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-05","2024","11","05","","9.8","","5.0","","7.4","","10.6","","0.0","","0.0","","0.0","","0.0","","","","29","","67",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-06","2024","11","06","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-07","2024","11","07","","11.9","","6.5","","9.2","","8.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-08","2024","11","08","","13.1","","8.7","","10.9","","7.1","","0.0","","10.0","","0.0","","10.0","","","","10","","31",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-09","2024","11","09","","10.6","","9.1","","9.9","","8.1","","0.0","","17.4","","0.0","","17.4","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-10","2024","11","10","","12.6","","9.0","","10.8","","7.2","","0.0","","4.6","","0.0","","4.6","","","","8","","38",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-11","2024","11","11","","12.0","","8.6","","10.3","","7.7","","0.0","","16.9","","0.0","","16.9","","","","7","","44",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-12","2024","11","12","","11.6","","4.8","","8.2","","9.8","","0.0","","7.9","","0.0","","7.9","","","","12","","58",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-13","2024","11","13","","11.3","","8.3","","9.8","","8.2","","0.0","","16.4","","0.0","","16.4","","","","11","","64",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-14","2024","11","14","","10.8","","5.8","","8.3","","9.7","","0.0","","6.5","","0.0","","6.5","","","","13","","37",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-15","2024","11","15","","8.3","","3.3","","5.8","","12.2","","0.0","","0.0","","0.0","","0.0","","","","28","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-16","2024","11","16","","5.5","","3.2","","4.4","","13.6","","0.0","","26.1","","0.0","","26.1","","","","5","","42",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-17","2024","11","17","","8.8","","4.6","","6.7","","11.3","","0.0","","10.8","","0.0","","10.8","","","","8","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-18","2024","11","18","","7.6","","2.3","","5.0","","13.0","","0.0","","3.5","","0.0","","3.5","","","","29","","43",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-19","2024","11","19","","8.3","","0.8","","4.6","","13.4","","0.0","","14.1","","4.0","","18.1","","","","9","","78",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-20","2024","11","20","","","M","","M","","M","","M","","M","11.5","","0.0","","11.5","","","","12","","63",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-21","2024","11","21","","10.0","","6.2","","8.1","","9.9","","0.0","","0.5","","0.0","","0.5","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-22","2024","11","22","","12.8","","4.8","","8.8","","9.2","","0.0","","5.1","","0.0","","5.1","","","","8","","59",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-23","2024","11","23","","11.0","","6.5","","8.8","","9.2","","0.0","","2.6","","0.0","","2.6","","","","13","","41",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-24","2024","11","24","","8.3","","5.6","","7.0","","11.0","","0.0","","3.0","","0.0","","3.0","","","","10","","35",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-25","2024","11","25","","6.9","","3.3","","5.1","","12.9","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-26","2024","11","26","","5.4","","0.7","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-27","2024","11","27","","6.7","","1.6","","4.2","","13.8","","0.0","","0.9","","0.0","","0.9","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-28","2024","11","28","","6.5","","0.4","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-29","2024","11","29","","5.3","","0.9","","3.1","","14.9","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-11-30","2024","11","30","","6.5","","4.8","","5.7","","12.3","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-01","2024","12","01","","8.3","","-0.4","","4.0","","14.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-02","2024","12","02","","7.3","","-2.4","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-03","2024","12","03","","6.8","","-1.6","","2.6","","15.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-04","2024","12","04","","4.3","","-1.2","","1.6","","16.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-05","2024","12","05","","6.9","","0.5","","3.7","","14.3","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-06","2024","12","06","","11.5","","3.7","","7.6","","10.4","","0.0","","6.3","","0.0","","6.3","","","","8","","33",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-07","2024","12","07","","11.0","","6.5","","8.8","","9.2","","0.0","","12.6","","0.0","","12.6","","","","20","","44",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-08","2024","12","08","","8.7","","3.6","","6.2","","11.8","","0.0","","1.1","","0.0","","1.1","","","","17","","49",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-09","2024","12","09","","7.6","","1.6","","4.6","","13.4","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-10","2024","12","10","","5.7","","-1.6","","2.1","","15.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-11","2024","12","11","","8.7","","0.9","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-12","2024","12","12","","6.3","","0.0","","3.2","","14.8","","0.0","","0.8","","0.0","","0.8","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-13","2024","12","13","","7.9","","4.6","","6.3","","11.7","","0.0","","11.0","","0.0","","11.0","","","","8","","47",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-14","2024","12","14","","10.1","","4.7","","7.4","","10.6","","0.0","","2.7","","0.0","","2.7","","","","13","","84",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-15","2024","12","15","","8.3","","2.7","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","","","18","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-16","2024","12","16","","5.4","","3.1","","4.3","","13.7","","0.0","","4.2","","0.0","","4.2","","","","11","","36",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-17","2024","12","17","","7.4","","4.2","","5.8","","12.2","","0.0","","22.7","","0.0","","22.7","","","","9","","40",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-18","2024","12","18","","11.4","","5.6","","8.5","","9.5","","0.0","","27.8","","0.0","","27.8","","","","27","","56",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-19","2024","12","19","","10.4","","5.0","","7.7","","10.3","","0.0","","7.8","","0.0","","7.8","","","","9","","34",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-20","2024","12","20","","11.5","","7.6","","9.6","","8.4","","0.0","","2.3","","0.0","","2.3","","","","12","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-21","2024","12","21","","10.2","","4.1","","7.2","","10.8","","0.0","","5.8","","0.0","","5.8","","","","8","","38",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-22","2024","12","22","","9.2","","6.4","","7.8","","10.2","","0.0","","6.2","","0.0","","6.2","","","","8","","45",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-23","2024","12","23","","12.9","","5.2","","9.1","","8.9","","0.0","","0.0","T","0.0","","0.0","T","","","9","","56",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-24","2024","12","24","","11.2","","5.8","","8.5","","9.5","","0.0","","5.7","","0.0","","5.7","","","","11","","50",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-25","2024","12","25","","7.9","","5.1","","6.5","","11.5","","0.0","","15.4","","0.0","","15.4","","","","12","","57",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-26","2024","12","26","","7.9","","4.5","","6.2","","11.8","","0.0","","29.3","","0.0","","29.3","","","","29","","44",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-27","2024","12","27","","8.0","","5.5","","6.8","","11.2","","0.0","","5.0","","0.0","","5.0","","","","7","","32",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-28","2024","12","28","","11.3","","5.8","","8.6","","9.4","","0.0","","7.1","","0.0","","7.1","","","","17","","42",""
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-29","2024","12","29","","7.6","","2.6","","5.1","","12.9","","0.0","","8.1","","0.0","","8.1","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-30","2024","12","30","","5.9","","2.6","","4.3","","13.7","","0.0","","10.7","","0.0","","10.7","","","","","M","","M"
"-123.18","49.19","VANCOUVER INTL A","1108395","2024-12-31","2024","12","31","","6.5","","3.4","","5.0","","13.0","","0.0","","1.4","","0.0","","1.4","","","","","M","","M"
